countryCode,urlImage,productName,salesRanking30DaysAvg,salesRanking90DaysAvg,salesRanking180DaysAvg,salesRankingReference,reviewsRating,reviewsCount,amazonCurrent,amazon30DaysAvg,amazon90DaysAvg,amazon180DaysAvg,amazonLowest,amazonHighest,amazon90DaysOOS,newCurrent,new30DaysAvg,new90DaysAvg,new180DaysAvg,newThirdPartyFBACurrent,newThirdPartyFBA30DaysAvg,newThirdPartyFBA90DaysAvg,newThirdPartyFBA180DaysAvg,newThirdPartyFBALowest,fbaPickPackFee,newThirdPartyFBMCurrent,newThirdPartyFBM30DaysAvg,newThirdPartyFBM90DaysAvg,newThirdPartyFBM180DaysAvg,newOffersCurrentCount,newOffers90DaysAvgCount,countRetrievedLiveOffersNewFBA,countRetrievedLiveOffersNewFBM,buyBoxCurrent,buyBox30DaysAvg,buyBox90DaysAvg,buyBox180DaysAvg,buyBoxLowest,buyBoxHighest,buyBoxSeller,buyBoxIsFBA,buyBoxUnqualified,urlAmazon,urlKeepa,categoriesRoot,categoriesSub,asin,ean,brand,numberOfItems,packageLengthCm,packageWidthCm,packageHeightCm,packageWeightG,isHazmat
fr,https://m.media-amazon.com/images/I/51ir1RUBoZL.jpg;https://m.media-amazon.com/images/I/51C3Uv9ETmL.jpg,Au prochain arrêt,3520,3107,3771,Livres,4.3,212,€ 7.90,€ 7.90,€ 7.90,€ 7.90,€ 7.90,€ 7.90,0 %,€ 7.90,€ 7.90,€ 7.90,€ 7.90,,,,,,€ 2.73,€ 15.00,€ 13.97,€ 13.90,€ 13.68,9,11,1,7,€ 7.90,€ 7.90,€ 7.90,€ 7.90,€ 7.90,€ 7.90,Amazon,yes,no,https://www.amazon.fr/dp/2330179049,https://keepa.com/#!product/4-2330179049,Livres,Littérature japonaise,2330179049,9782330179045,,1,17.5,11.1,1.7,140,
fr,https://m.media-amazon.com/images/I/518ZANYsD-L.jpg,L'enfer au collège,57160,47069,37273,Livres,4.6,111,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 5.70,€ 5.90,0 %,€ 5.70,€ 5.70,€ 5.70,€ 5.70,,,,,,€ 2.73,€ 10.88,€ 11.54,€ 11.37,€ 10.42,6,6,1,4,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 5.70,€ 5.90,Amazon,yes,no,https://www.amazon.fr/dp/2408015685,https://keepa.com/#!product/4-2408015685,Livres,"Littérature et fiction, Scolaire et Parascolaire",2408015685,9782408015688,Editions Milan,1,18,11.8,1.5,83,
fr,https://m.media-amazon.com/images/I/81dayqO+fhL.jpg,"Les grandes grandes vacances, Tome 02: Pris dans la tourmente",19967,21569,21062,Livres,4.8,268,€ 7.50,€ 7.50,€ 7.50,€ 7.50,€ 7.20,€ 7.50,0 %,€ 7.50,€ 7.23,€ 7.21,€ 7.21,,,,,,€ 2.09,€ 11.94,€ 11.94,€ 11.94,€ 11.41,9,10,1,8,€ 7.50,€ 7.50,€ 7.50,€ 7.50,€ 7.20,€ 9.97,Amazon,yes,no,https://www.amazon.fr/dp/2747051412,https://keepa.com/#!product/4-2747051412,Livres,Cahiers de vacances,2747051412,9782747051415,Bayard Jeunesse,1,17.8,12.2,1,20,
fr,https://m.media-amazon.com/images/I/51EeQhIKI1L.jpg,Livre à gratter avec autocollants - Chevaux,,,,,,,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 10.00,0 %,€ 10.00,€ 10.00,€ 10.00,€ 10.00,,,,,,€ 3.21,€ 13.67,€ 13.45,€ 13.44,€ 13.38,5,5,1,3,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 10.00,Amazon,yes,no,https://www.amazon.fr/dp/2354134932,https://keepa.com/#!product/4-2354134932,Livres,Livres de coloriage,2354134932,9782354134938,MINEDITION,1,27.8,21.4,1,220,
fr,https://m.media-amazon.com/images/I/41l6ocI3JmL.jpg;https://m.media-amazon.com/images/I/01VjaT6MigL.jpg,Burn after writing - L'édition française officielle,4077,3561,2979,Livres,4.5,5187,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 12.90,€ 13.90,0 %,€ 5.17,€ 12.42,€ 12.73,€ 10.97,€ 13.85,€ 13.94,€ 16.59,€ 17.09,€ 12.90,€ 3.34,€ 17.86,€ 23.32,€ 20.08,€ 18.18,9,9,2,6,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 12.90,€ 13.90,Amazon,yes,no,https://www.amazon.fr/dp/2849336211,https://keepa.com/#!product/4-2849336211,Livres,"Développement personnel, Santé familiale, Sécurité",2849336211,9782849336212,,1,20.4,13.5,1.5,150,
fr,https://m.media-amazon.com/images/I/71Ufa5AOJ-L.jpg,"Le manoir saison 1, Tome 01: Liam et la carte d'éternité",10681,36450,29436,Livres,4.5,423,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.87,€ 7.63,€ 7.43,€ 7.43,,,,,€ 7.80,€ 3.84,,€ 12.69,€ 12.38,€ 11.82,13,15,1,0,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.80,€ 10.99,Amazon,yes,no,https://www.amazon.fr/dp/2747086070,https://keepa.com/#!product/4-2747086070,Livres,Littérature et fiction,2747086070,9782747086073,Bayard Jeunesse,1,17.8,12.4,2.7,280,
fr,https://m.media-amazon.com/images/I/51Svmcy6aIL.jpg;https://m.media-amazon.com/images/I/51rZDVg6izL.jpg;https://m.media-amazon.com/images/I/519lsPwpuLL.jpg;https://m.media-amazon.com/images/I/41anh6-lCWL.jpg;https://m.media-amazon.com/images/I/51fIVPLFe-L.jpg;https://m.media-amazon.com/images/I/41STo-HK3tL.jpg,Abdos express,66151,96172,114222,Livres,4.1,22,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 9.95,€ 10.00,0 %,€ 10.00,€ 10.00,€ 10.00,€ 10.00,,,,,,€ 3.84,€ 16.49,€ 17.95,€ 17.04,€ 22.26,8,9,1,5,€ 10.00,€ 10.00,€ 10.00,€ 10.00,€ 9.95,€ 10.00,Amazon,yes,no,https://www.amazon.fr/dp/2757604848,https://keepa.com/#!product/4-2757604848,Livres,"Enseignement du sport, Culturisme et haltérophilie, Étirements",2757604848,9782757604847,AMPHORA,1,23.9,21.1,0.9,670,
fr,https://m.media-amazon.com/images/I/4187juXuCbL.jpg;https://m.media-amazon.com/images/I/41-3FjOQ-gL.jpg,"Moi, j'y crois - Mes anges, mes guides, mes prémonitions",11594,7235,29938,Livres,4.5,554,€ 16.90,€ 16.90,€ 16.90,€ 16.90,€ 16.90,€ 18.00,0 %,€ 16.30,€ 16.52,€ 16.66,€ 16.53,€ 16.30,€ 16.30,€ 16.28,€ 16.41,€ 16.28,€ 3.82,€ 19.87,€ 19.87,€ 20.07,€ 19.98,13,12,2,9,€ 16.30,€ 16.73,€ 17.01,€ 16.71,€ 16.28,€ 21.30,3rd Party (A34T5RKKJFRR0B),yes,no,https://www.amazon.fr/dp/2813225347,https://keepa.com/#!product/4-2813225347,Livres,"Anges et angéologie, Voyance, Vampires, fantômes, fées et autres créatures",2813225347,9782813225344,TREDANIEL,1,22,14.8,1.7,310,
fr,https://m.media-amazon.com/images/I/71oyt89UcaL.jpg,Les grands saints en BD,28988,45199,64783,Livres,4.6,47,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.20,€ 17.90,0 %,€ 17.20,€ 17.20,€ 17.20,€ 17.20,,€ 17.50,€ 17.50,€ 17.50,€ 17.50,€ 6.16,€ 22.53,€ 22.53,€ 22.53,€ 22.46,10,9,1,7,€ 17.90,€ 17.90,€ 17.81,€ 17.85,€ 17.20,€ 21.40,Amazon,yes,no,https://www.amazon.fr/dp/2747076865,https://keepa.com/#!product/4-2747076865,Livres,"Formation et références, Bandes dessinées, Religion, Livres pour enfants",2747076865,9782747076869,Bayard Jeunesse,1,27.6,22,1.9,990,
fr,https://m.media-amazon.com/images/I/51dYkG01vAS.jpg;https://m.media-amazon.com/images/I/31ibXXgZd-S.jpg;https://m.media-amazon.com/images/I/41Tq5QjsroS.jpg;https://m.media-amazon.com/images/I/31mwzVFcRJS.jpg;https://m.media-amazon.com/images/I/4158kpORF7S.jpg;https://m.media-amazon.com/images/I/41PwbsibJ-S.jpg;https://m.media-amazon.com/images/I/41HedjVdXWS.jpg;https://m.media-amazon.com/images/I/41zGQnCqtPS.jpg;https://m.media-amazon.com/images/I/41GqP+PhnAS.jpg;https://m.media-amazon.com/images/I/41BwZ2Hvy+S.jpg,Le Loup,9318,14990,19274,Livres,4.9,116,,€ 9.90,€ 9.90,€ 9.90,€ 9.90,€ 9.90,12 %,€ 9.90,€ 9.90,€ 9.42,€ 9.48,,,,,,€ 3.21,€ 23.40,€ 14.14,€ 12.89,€ 13.06,2,8,0,2,,€ 10.05,€ 9.94,€ 9.92,€ 9.90,€ 13.89,,no,yes,https://www.amazon.fr/dp/2732499625,https://keepa.com/#!product/4-2732499625,Livres,Livres pour enfants,2732499625,9782732499628,,1,21.1,20.9,1.1,330,
fr,https://m.media-amazon.com/images/I/51cmYbYQBWL.jpg,Rome,50030,101009,153625,Livres,4.4,7,,,,,€ 9.90,€ 9.90,100 %,€ 14.00,€ 13.56,€ 13.76,€ 13.35,€ 14.07,€ 12.97,€ 12.93,€ 13.08,€ 11.66,€ 3.34,€ 17.00,€ 17.00,€ 17.00,€ 17.00,3,2,2,1,€ 14.07,€ 13.57,€ 13.77,€ 13.36,€ 8.94,€ 18.85,3rd Party (AS3OQ8S6J9JQN),yes,no,https://www.amazon.fr/dp/2371042838,https://keepa.com/#!product/4-2371042838,Livres,"Atlas, Europe, Voyage, Développement personnel et santé, Voyages thématiques, Loisirs créatifs, décoration et passions",2371042838,9782371042834,QUELLE HISTOIRE,1,16,12,1,120,
fr,https://m.media-amazon.com/images/I/51H-USt-viL.jpg;https://m.media-amazon.com/images/I/418KgN3Zm6L.jpg;https://m.media-amazon.com/images/I/41+ta+SickL.jpg;https://m.media-amazon.com/images/I/51c85mZc0mL.jpg;https://m.media-amazon.com/images/I/51fpBrgpf6L.jpg,"50 nuances de gras T02 par monsieur Keto - Brûle du gras, kiffe tes plats",48673,40816,45747,Livres,4.6,133,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,0 %,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 3.82,€ 20.69,€ 20.35,€ 20.50,€ 20.34,8,9,2,4,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,Amazon,yes,no,https://www.amazon.fr/dp/2365495613,https://keepa.com/#!product/4-2365495613,Livres,"Guides et recettes, Famille et bien-être, Cétogène",2365495613,9782365495615,,1,21.9,16.1,1.1,310,
fr,https://m.media-amazon.com/images/I/4145JnGGGAL.jpg,De si jolis chevaux,366556,408953,374703,Livres,4.2,36,€ 24.60,€ 24.60,€ 24.60,€ 24.60,€ 24.60,€ 24.60,0 %,€ 24.60,€ 24.60,€ 24.60,€ 24.60,,,€ 24.60,€ 24.60,€ 24.60,€ 4.45,,€ 29.43,€ 29.36,€ 29.33,8,8,1,5,€ 24.60,€ 24.60,€ 24.60,€ 24.60,€ 24.60,€ 27.57,Amazon,yes,no,https://www.amazon.fr/dp/2742733760,https://keepa.com/#!product/4-2742733760,Livres,Romans et littérature,2742733760,9782742733767,Actes Sud,1,21,11.6,2.8,358,
fr,https://m.media-amazon.com/images/I/51IgUGSoMYL.jpg;https://m.media-amazon.com/images/I/51tulwXpFeL.jpg;https://m.media-amazon.com/images/I/51PEzOvt-eL.jpg;https://m.media-amazon.com/images/I/51P6iLBX5WL.jpg;https://m.media-amazon.com/images/I/51XllIBq8KL.jpg;https://m.media-amazon.com/images/I/51T9P3ueB6L.jpg,Écorces - Voyage dans l'intimité des arbres du monde,122693,97768,84981,Livres,4.7,129,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,0 %,€ 30.00,€ 30.00,€ 30.00,€ 30.00,,,,,,€ 6.16,€ 35.49,€ 35.12,€ 34.95,€ 34.37,10,9,1,8,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,Amazon,yes,no,https://www.amazon.fr/dp/2379222738,https://keepa.com/#!product/4-2379222738,Livres,"Plantes et animaux, Plantes et animaux, Loisirs créatifs, décoration et passions, Arbres",2379222738,9782379222733,,1,28.5,21.7,2,970,
fr,https://m.media-amazon.com/images/I/61v6eq9lmiL.jpg,Nom,58621,68901,74398,Livres,3.9,182,€ 7.00,€ 7.00,€ 7.00,€ 7.00,€ 7.00,€ 7.00,0 %,€ 7.00,€ 7.00,€ 7.00,€ 7.00,,,,,,€ 3.84,€ 11.98,€ 11.98,€ 11.98,€ 11.49,7,7,1,5,€ 7.00,€ 7.00,€ 7.00,€ 7.00,€ 7.00,€ 7.00,Amazon,yes,no,https://www.amazon.fr/dp/2290380326,https://keepa.com/#!product/4-2290380326,Livres,Francophonie,2290380326,9782290380321,,1,17.6,11,3,90,
fr,https://m.media-amazon.com/images/I/61njxH11McL.jpg,Espagnols A Bordeaux Et En Aquitaine,332256,625256,741094,Livres,,,,,,,€ 7.90,€ 7.90,100 %,€ 12.99,€ 14.54,€ 16.78,€ 17.34,€ 12.99,€ 19.16,€ 20.38,€ 21.05,€ 12.99,€ 4.45,€ 22.89,€ 22.24,€ 22.23,€ 22.22,2,2,1,1,€ 12.99,€ 14.89,€ 18.30,€ 18.65,€ 7.90,€ 22.22,3rd Party (A1H1SZO9137A7J),yes,no,https://www.amazon.fr/dp/2879016606,https://keepa.com/#!product/4-2879016606,Livres,"Géographie et urbanisme, France, Pays",2879016606,9782879016603,SUD OUEST,1,24,17,2.4,662,
fr,https://m.media-amazon.com/images/I/61nxaobUUsL.jpg;https://m.media-amazon.com/images/I/51Q60KKLRPL.jpg;https://m.media-amazon.com/images/I/41RzBUd+POL.jpg;https://m.media-amazon.com/images/I/41C2IzBrWUL.jpg;https://m.media-amazon.com/images/I/4179SqTAbkL.jpg,Arrêtons de saboter notre immunité,102599,105714,109615,Livres,4.3,55,€ 22.00,€ 22.00,€ 22.00,€ 22.00,€ 22.00,€ 22.00,0 %,€ 11.60,€ 11.60,€ 12.90,€ 12.40,€ 17.99,€ 18.00,€ 18.00,€ 18.14,€ 17.40,€ 4.45,€ 16.59,€ 16.59,€ 17.15,€ 17.09,7,9,3,3,€ 16.59,€ 16.66,€ 17.48,€ 17.23,€ 10.00,€ 22.00,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.fr/dp/2365494706,https://keepa.com/#!product/4-2365494706,Livres,"Santé familiale, Médecine, Diététique, Maladies et dépendances",2365494706,9782365494700,THIERRY SOUCCAR,1,22.9,19.1,2.4,840,
fr,https://m.media-amazon.com/images/I/81J0yEcPKAL.jpg,MES LIVRES SONORES - CHERCHE ET TROUVE ANIMAUX - 200 SONS,7097,2674,1440,Livres,4.2,496,,€ 19.95,€ 19.95,€ 19.95,€ 19.95,€ 19.95,24 %,,€ 19.95,€ 19.95,€ 19.95,,€ 19.95,€ 19.95,€ 19.95,€ 19.95,€ 6.40,,€ 38.59,€ 27.94,€ 25.88,,4,0,0,,€ 20.46,€ 20.02,€ 19.98,€ 19.95,€ 27.91,,no,yes,https://www.amazon.fr/dp/2359907018,https://keepa.com/#!product/4-2359907018,Livres,Livres d'activités,2359907018,9782359907018,,1,30.8,26.6,1.8,830,
fr,https://m.media-amazon.com/images/I/41K2V0X9sGL.jpg;https://m.media-amazon.com/images/I/5108k1nLeeS.jpg;https://m.media-amazon.com/images/I/41+Sww9FrpS.jpg;https://m.media-amazon.com/images/I/5125l03Ku1S.jpg;https://m.media-amazon.com/images/I/51b91N2x2sS.jpg,"Simplement kéto, mes conseils et 50 recettes pour maigrir sans frustration",107032,96248,90886,Livres,4.2,257,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 19.90,0 %,€ 18.79,€ 18.79,€ 18.48,€ 18.39,€ 19.20,€ 19.20,€ 19.20,€ 19.18,€ 18.70,€ 4.45,€ 22.90,€ 23.53,€ 23.26,€ 23.11,11,14,2,5,€ 19.20,€ 19.20,€ 19.23,€ 19.21,€ 18.70,€ 29.89,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2365495028,https://keepa.com/#!product/4-2365495028,Livres,"Aliments complets, Santé familiale, Loisirs créatifs, décoration et passions, Aliments complets et organiques",2365495028,9782365495028,,1,22.8,19,2.5,520,
fr,https://m.media-amazon.com/images/I/91bhOA+VGJL.jpg,"Animal Tatoo poche saison 1, Tome 07: L'arbre éternel",28778,41913,38129,Livres,4.8,369,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.90,€ 7.90,€ 7.71,€ 7.61,,,,,,€ 3.84,€ 12.59,€ 12.59,€ 12.59,€ 12.28,9,9,1,7,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 13.89,Amazon,yes,no,https://www.amazon.fr/dp/2747083047,https://keepa.com/#!product/4-2747083047,Livres,Cahiers de vacances,2747083047,9782747083041,Bayard Jeunesse,1,12.4,9,3.6,240,
fr,https://m.media-amazon.com/images/I/81z-CT0pBoL.jpg,"Animal Tatoo saison 1, Tome 02: Traqués",41734,53253,48209,Livres,4.6,510,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 11.69,€ 13.90,0 %,€ 13.90,€ 13.90,€ 13.90,€ 13.37,,,,,€ 13.75,€ 4.45,€ 17.89,€ 17.91,€ 17.91,€ 17.53,11,9,1,7,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 12.85,€ 18.40,Amazon,yes,no,https://www.amazon.fr/dp/274705117X,https://keepa.com/#!product/4-274705117X,Livres,Thèmes,274705117X,9782747051170,Bayard Jeunesse,1,19.8,13.5,2.9,480,
fr,https://m.media-amazon.com/images/I/81ZDEpHuc9L.jpg,"Animal Tatoo poche saison 1, Tome 06: La chute",28780,38335,36166,Livres,4.7,378,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.90,€ 7.90,€ 7.90,€ 7.90,,,,,,€ 3.84,€ 12.64,€ 12.64,€ 12.96,€ 12.36,11,11,1,9,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,Amazon,yes,no,https://www.amazon.fr/dp/2747083039,https://keepa.com/#!product/4-2747083039,Livres,"Littérature et fiction, Littérature et fiction",2747083039,9782747083034,Bayard Jeunesse,1,17.6,12.4,3.2,260,
fr,https://m.media-amazon.com/images/I/31d-5QqMBbL.jpg,Le livre de mon prénom - Sacha 51,514583,465864,381469,Livres,4.1,9,,,,€ 5.95,€ 5.95,€ 5.95,100 %,€ 3.20,€ 3.11,€ 4.75,€ 5.35,€ 5.70,€ 5.70,€ 5.79,€ 5.87,€ 5.70,€ 2.73,€ 6.20,€ 8.13,€ 9.43,€ 11.31,4,6,2,2,€ 5.70,€ 5.70,€ 5.78,€ 5.87,€ 5.70,€ 20.18,3rd Party (A3FSLVSLIX5JZD),yes,no,https://www.amazon.fr/dp/2412030618,https://keepa.com/#!product/4-2412030618,Livres,"Reportages photo, Bébés, Santé familiale, Histoire",2412030618,9782412030615,First,1,16,11,1,120,
fr,https://m.media-amazon.com/images/I/71zHE6kp9eS.jpg;https://m.media-amazon.com/images/I/81y7T504W+S.jpg;https://m.media-amazon.com/images/I/71dsz8VBWXS.jpg;https://m.media-amazon.com/images/I/91c-FvQphDS.jpg,50 Nuances de gras par Monsieur Keto - Des recettes cétogènes irrésistibles pour faire fondre tes kilos,33228,28027,27038,Livres,4.6,531,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,0 %,€ 14.50,€ 14.80,€ 14.87,€ 14.80,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 3.82,€ 20.69,€ 20.98,€ 21.25,€ 19.89,11,11,3,5,€ 14.50,€ 14.81,€ 14.87,€ 14.82,€ 14.45,€ 14.90,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2365494927,https://keepa.com/#!product/4-2365494927,Livres,"Aliments complets, Parents et famille, Loisirs créatifs, décoration et passions, Cétogène, Aliments complets et organiques",2365494927,9782365494922,,1,22,15.9,1.2,270,
fr,https://m.media-amazon.com/images/I/61XFjFf+02L.jpg;https://m.media-amazon.com/images/I/51Pr2lB1scL.jpg;https://m.media-amazon.com/images/I/61Thhy1xIML.jpg;https://m.media-amazon.com/images/I/61yxculWofL.jpg;https://m.media-amazon.com/images/I/61m3lHTDF5L.jpg;https://m.media-amazon.com/images/I/71em6eUjIcL.jpg;https://m.media-amazon.com/images/I/81Z7qreaLaL.jpg,Le Guide du jardin créatif - 850 plantes et idées inspirantes,196066,154064,159502,Livres,4.6,73,,,,€ 22.00,€ 22.00,€ 22.00,100 %,€ 21.99,€ 21.99,€ 22.41,€ 22.20,,€ 35.55,€ 35.55,€ 35.08,€ 21.70,€ 6.16,€ 44.78,€ 37.63,€ 40.42,€ 38.02,2,4,0,2,,,€ 26.98,€ 25.13,€ 21.70,€ 31.66,,no,no,https://www.amazon.fr/dp/2379221103,https://keepa.com/#!product/4-2379221103,Livres,"Paysage et jardin, Arbres",2379221103,9782379221101,Ulmer,1,24.6,24.5,3.7,1390,
fr,https://m.media-amazon.com/images/I/81dBKypLWtL.jpg,"Yakari, Tome 01: Sur la piste du puma",50678,64931,66794,Livres,4.7,81,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 5.90,0 %,€ 5.90,€ 5.90,€ 5.90,€ 5.90,,,,,,€ 2.73,€ 10.88,€ 10.88,€ 10.89,€ 10.90,8,7,1,6,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 5.90,€ 11.89,Amazon,yes,no,https://www.amazon.fr/dp/2747082881,https://keepa.com/#!product/4-2747082881,Livres,Action et aventure,2747082881,9782747082884,Bayard Jeunesse,1,17.4,12.2,0.6,120,
fr,https://m.media-amazon.com/images/I/61YH7p4vi3L.jpg;https://m.media-amazon.com/images/I/71lxWCu0gFL.jpg;https://m.media-amazon.com/images/I/713zyM-xS1L.jpg;https://m.media-amazon.com/images/I/713aLTYRwlL.jpg,Le Grand livre de la DME (Diversification Menée par l'Enfant pas à pas),71589,53880,78095,Livres,4.5,153,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 17.90,€ 19.90,0 %,€ 17.91,€ 17.91,€ 17.91,€ 17.84,,,€ 19.50,€ 19.40,€ 17.85,€ 4.45,€ 21.88,€ 21.88,€ 21.88,€ 21.88,8,12,1,6,€ 19.90,€ 19.90,€ 19.90,€ 19.66,€ 17.85,€ 27.89,Amazon,yes,no,https://www.amazon.fr/dp/2365493971,https://keepa.com/#!product/4-2365493971,Livres,"Apprendre aux enfants, Enfants, Alimentation du bébé, Éducation et soins des enfants, Santé familiale, Loisirs créatifs, décoration et passions, Alimentation des enfants",2365493971,9782365493970,Thierry Souccar,1,22.9,19.1,1.7,570,
fr,https://m.media-amazon.com/images/I/81jEVMxxrYL.jpg;https://m.media-amazon.com/images/I/91cxHDVI3ML.jpg;https://m.media-amazon.com/images/I/91Cnj6q2ZTL.jpg,Mon petit potager bio sur 15m²,69441,80744,81999,Livres,4.5,211,€ 15.90,€ 15.90,€ 15.90,€ 15.90,€ 14.95,€ 15.90,0 %,€ 14.95,€ 14.95,€ 14.95,€ 14.91,,,€ 15.21,€ 15.87,€ 14.75,€ 3.82,€ 20.88,€ 20.88,€ 20.81,€ 20.03,10,10,1,7,€ 15.90,€ 15.90,€ 15.90,€ 15.82,€ 14.75,€ 22.94,Amazon,yes,no,https://www.amazon.fr/dp/2379220867,https://keepa.com/#!product/4-2379220867,Livres,"Herbiers, Fruits et vergers, Potagers",2379220867,9782379220869,Ulmer,1,21,15.6,1.4,400,
fr,https://m.media-amazon.com/images/I/41h9NoTK1iL.jpg;https://m.media-amazon.com/images/I/61YK8cWyd4L.jpg,"L'école du cerveau: De Montessori, Freinet et Piaget aux sciences cognitives",93739,133559,132720,Livres,4.4,152,€ 24.99,€ 24.99,€ 24.99,€ 24.99,€ 20.99,€ 24.99,0 %,€ 19.71,€ 19.42,€ 19.18,€ 19.38,,€ 20.23,€ 21.48,€ 22.33,€ 14.00,€ 3.82,€ 24.27,€ 23.31,€ 22.10,€ 22.28,12,14,1,4,€ 23.68,€ 21.27,€ 21.47,€ 22.32,€ 14.00,€ 24.99,3rd Party (A2R29P5NQVD9R2),no,no,https://www.amazon.fr/dp/2804705633,https://keepa.com/#!product/4-2804705633,Livres,"Psychologie, Formation, école, société, Psychologie des enfants",2804705633,9782804705633,MARDAGA PIERRE,1,22.2,13.8,1.8,240,
fr,https://m.media-amazon.com/images/I/91-43aUgQwL.jpg,HAUTE PROVENCE : 24 BELLES BALADES: Verdon - Luberon - Pays de Giono - Ubaye - Mercantour,667549,657625,632094,Livres,5,1,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,0 %,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 3.82,€ 29.40,€ 29.40,€ 29.40,€ 29.40,3,3,2,1,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,Amazon,yes,no,https://www.amazon.fr/dp/2846405352,https://keepa.com/#!product/4-2846405352,Livres,"Itinéraires et routes, Marche, randonnée et trekking, Loisirs créatifs, décoration et passions",2846405352,9782846405355,,1,21,15,1.2,330,
fr,https://m.media-amazon.com/images/I/41vBMnQjnOL.jpg,Pourquoi tout compliquer ? Bien manger est si simple !,67132,93343,90607,Livres,4.5,33,,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 19.90,20 %,€ 19.90,€ 19.88,€ 19.89,€ 19.90,€ 21.99,€ 21.12,€ 21.12,€ 21.12,€ 20.92,€ 3.82,€ 25.69,€ 25.25,€ 25.20,€ 25.50,6,9,1,5,€ 21.99,€ 20.23,€ 19.98,€ 19.93,€ 19.20,€ 21.99,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2365495192,https://keepa.com/#!product/4-2365495192,Livres,"Santé familiale, Diététique",2365495192,9782365495196,,1,21.9,16.1,1.4,430,
fr,https://m.media-amazon.com/images/I/51d2A71E7rL.jpg;https://m.media-amazon.com/images/I/41sv7x2slEL.jpg;https://m.media-amazon.com/images/I/41xpXJHy-8L.jpg;https://m.media-amazon.com/images/I/41rF9ce+Q6L.jpg;https://m.media-amazon.com/images/I/41+S6UrliAL.jpg;https://m.media-amazon.com/images/I/41O9eLPbzrL.jpg;https://m.media-amazon.com/images/I/41XstFRhE-L.jpg;https://m.media-amazon.com/images/I/41rYA4JaN+L.jpg,Ma Bulle Zen,86469,82121,88636,Livres,4.9,41,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.90,€ 14.90,0 %,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 3.82,€ 18.46,€ 20.14,€ 20.17,€ 20.18,8,6,2,6,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.90,€ 14.90,Amazon,yes,no,https://www.amazon.fr/dp/2492847241,https://keepa.com/#!product/4-2492847241,Livres,"Développement personnel, Santé familiale, Sécurité",2492847241,9782492847240,,1,14.8,13.5,2.4,400,
